movie_id,movie_name,year,certificate,runtime,rating,description,director,actor,votes,gross_usd,genre
tt1825683,Black Panther,2018,PG-13,134,7.3,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Ryan Coogler,"Chadwick Boseman, 
Michael B. Jordan, 
Lupita Nyong'o, 
Danai Gurira",785813,700059566.0,"Action, Adventure, Sci-Fi"
tt0092099,Top Gun,1986,PG,109,6.9,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",Tony Scott,"Tom Cruise, 
Tim Robbins, 
Kelly McGillis, 
Val Kilmer",461419,179800601.0,"Action, Drama"
tt0499549,Avatar,2009,PG-13,162,7.9,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,James Cameron,"Sam Worthington, 
Zoe Saldana, 
Sigourney Weaver, 
Michelle Rodriguez",1322694,760507625.0,"Action, Adventure, Fantasy"
tt1392170,The Hunger Games,2012,PG-13,142,7.2,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,"Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Stanley Tucci",927499,408010692.0,"Action, Adventure, Sci-Fi"
tt1160419,Dune,2021,PG-13,155,8.0,A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,Denis Villeneuve,"Timothée Chalamet, 
Rebecca Ferguson, 
Zendaya, 
Oscar Isaac",649342,108327830.0,"Action, Adventure, Drama"
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,178,8.8,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Peter Jackson,"Elijah Wood, 
Ian McKellen, 
Orlando Bloom, 
Sean Bean",1889727,315544750.0,"Action, Adventure, Drama"
tt0468569,The Dark Knight,2008,PG-13,152,9.0,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",Christopher Nolan,"Christian Bale, 
Heath Ledger, 
Aaron Eckhart, 
Michael Caine",2675531,534858444.0,"Action, Crime, Drama"
tt1375666,Inception,2010,PG-13,148,8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Christopher Nolan,"Leonardo DiCaprio, 
Joseph Gordon-Levitt, 
Elliot Page, 
Ken Watanabe",2373682,292576195.0,"Action, Adventure, Sci-Fi"
tt10872600,Spider-Man: No Way Home,2021,PG-13,148,8.2,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.",Jon Watts,"Tom Holland, 
Zendaya, 
Benedict Cumberbatch, 
Jacob Batalon",770492,804747988.0,"Action, Adventure, Fantasy"
tt0172495,Gladiator,2000,R,155,8.5,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"Russell Crowe, 
Joaquin Phoenix, 
Connie Nielsen, 
Oliver Reed",1512747,187705427.0,"Action, Adventure, Drama"
tt4154796,Avengers: Endgame,2019,PG-13,181,8.4,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, 
Joe Russo","Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth",1148100,858373000.0,"Action, Adventure, Drama"
tt2911666,John Wick,2014,R,101,7.4,An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took his car.,"Chad Stahelski, 
David Leitch","Keanu Reeves, 
Michael Nyqvist, 
Alfie Allen, 
Willem Dafoe",644257,43037835.0,"Action, Crime, Thriller"
tt8367814,The Gentlemen,2019,R,113,7.8,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,"Matthew McConaughey, 
Charlie Hunnam, 
Michelle Dockery, 
Jeremy Strong",348209,36471795.0,"Action, Comedy, Crime"
tt1856101,Blade Runner 2049,2017,R,164,8.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",Denis Villeneuve,"Harrison Ford, 
Ryan Gosling, 
Ana de Armas, 
Dave Bautista",586274,92054159.0,"Action, Drama, Mystery"
tt5433138,F9: The Fast Saga,2021,PG-13,143,5.2,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,"Vin Diesel, 
Michelle Rodriguez, 
Jordana Brewster, 
Tyrese Gibson",136715,173202780.0,"Action, Crime, Thriller"
tt7888964,Nobody,2021,R,92,7.4,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,"Bob Odenkirk, 
Aleksey Serebryakov, 
Connie Nielsen, 
Christopher Lloyd",262223,27268035.0,"Action, Crime, Drama"
tt0133093,The Matrix,1999,R,136,8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","Lana Wachowski, 
Lilly Wachowski","Keanu Reeves, 
Laurence Fishburne, 
Carrie-Anne Moss, 
Hugo Weaving",1928021,171479930.0,"Action, Sci-Fi"
tt0082971,Raiders of the Lost Ark,1981,PG,115,8.4,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",Steven Spielberg,"Harrison Ford, 
Karen Allen, 
Paul Freeman, 
John Rhys-Davies",974011,248159971.0,"Action, Adventure"
tt0116629,Independence Day,1996,PG-13,145,7.0,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",Roland Emmerich,"Will Smith, 
Bill Pullman, 
Jeff Goldblum, 
Mary McDonnell",580884,306169255.0,"Action, Adventure, Sci-Fi"
tt0446029,Scott Pilgrim vs. the World,2010,PG-13,112,7.5,"In a magically realistic version of Toronto, a young man must defeat his new girlfriend's seven evil exes one by one in order to win her heart.",Edgar Wright,"Michael Cera, 
Mary Elizabeth Winstead, 
Kieran Culkin, 
Anna Kendrick",433481,31494270.0,"Action, Comedy, Fantasy"
tt0232500,The Fast and the Furious,2001,PG-13,106,6.8,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.,Rob Cohen,"Vin Diesel, 
Paul Walker, 
Michelle Rodriguez, 
Jordana Brewster",391178,144533925.0,"Action, Crime, Thriller"
tt0115624,Barb Wire,1996,R,98,3.5,"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",David Hogan,"Pamela Anderson, 
Amir AboulEla, 
Adriana Alexander, 
David Andriole",29765,3794000.0,"Action, Sci-Fi"
tt2382320,No Time to Die,2021,PG-13,163,7.3,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",Cary Joji Fukunaga,"Daniel Craig, 
Ana de Armas, 
Rami Malek, 
Léa Seydoux",409290,160869031.0,"Action, Adventure, Thriller"
tt6723592,Tenet,2020,PG-13,150,7.3,"Armed with only one word, Tenet, and fighting for the survival of the entire world, a Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,"John David Washington, 
Robert Pattinson, 
Elizabeth Debicki, 
Juhan Ulfsak",516824,58456624.0,"Action, Sci-Fi, Thriller"
tt0113277,Heat,1995,R,170,8.3,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Michael Mann,"Al Pacino, 
Robert De Niro, 
Val Kilmer, 
Jon Voight",662373,67436818.0,"Action, Crime, Drama"
tt6334354,The Suicide Squad,2021,R,132,7.2,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",James Gunn,"Margot Robbie, 
Idris Elba, 
John Cena, 
Joel Kinnaman",359784,55817425.0,"Action, Adventure, Comedy"
tt0120616,The Mummy,1999,PG-13,124,7.1,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",Stephen Sommers,"Brendan Fraser, 
Rachel Weisz, 
John Hannah, 
Arnold Vosloo",436705,155247825.0,"Action, Adventure, Fantasy"
tt5013056,Dunkirk,2017,PG-13,106,7.8,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,"Fionn Whitehead, 
Barry Keoghan, 
Mark Rylance, 
Tom Hardy",669727,188373161.0,"Action, Drama, History"
tt0107290,Jurassic Park,1993,PG-13,127,8.2,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Steven Spielberg,"Sam Neill, 
Laura Dern, 
Jeff Goldblum, 
Richard Attenborough",998360,402453882.0,"Action, Adventure, Sci-Fi"
tt4649466,Kingsman: The Golden Circle,2017,R,141,6.7,"After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",Matthew Vaughn,"Taron Egerton, 
Colin Firth, 
Mark Strong, 
Channing Tatum",334948,100234838.0,"Action, Adventure, Comedy"
tt0096446,Willow,1988,PG,126,7.2,A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.,Ron Howard,"Val Kilmer, 
Joanne Whalley, 
Warwick Davis, 
Jean Marsh",125340,57269863.0,"Action, Adventure, Drama"
tt0478970,Ant-Man,2015,PG-13,117,7.3,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",Peyton Reed,"Paul Rudd, 
Michael Douglas, 
Corey Stoll, 
Evangeline Lilly",675514,180202163.0,"Action, Comedy, Sci-Fi"
tt1631867,Edge of Tomorrow,2014,PG-13,113,7.9,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,"Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson",687691,100206256.0,"Action, Adventure, Sci-Fi"
tt0167260,The Lord of the Rings: The Return of the King,2003,PG-13,201,9.0,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,"Elijah Wood, 
Viggo Mortensen, 
Ian McKellen, 
Orlando Bloom",1860374,377845905.0,"Action, Adventure, Drama"
tt1951264,The Hunger Games: Catching Fire,2013,PG-13,146,7.5,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Francis Lawrence,"Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Philip Seymour Hoffman",672299,424668047.0,"Action, Adventure, Sci-Fi"
tt1950186,Ford v Ferrari,2019,PG-13,152,8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,"Matt Damon, 
Christian Bale, 
Jon Bernthal, 
Caitríona Balfe",403646,117624028.0,"Action, Biography, Drama"
tt9032400,Eternals,2021,PG-13,156,6.3,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",Chloé Zhao,"Gemma Chan, 
Richard Madden, 
Angelina Jolie, 
Salma Hayek",348052,164870234.0,"Action, Adventure, Fantasy"
tt2015381,Guardians of the Galaxy,2014,PG-13,121,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,James Gunn,"Chris Pratt, 
Vin Diesel, 
Bradley Cooper, 
Zoe Saldana",1189915,333176600.0,"Action, Adventure, Comedy"
tt0110413,Léon: The Professional,1994,R,110,8.5,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Luc Besson,"Jean Reno, 
Gary Oldman, 
Natalie Portman, 
Danny Aiello",1171574,19501238.0,"Action, Crime, Drama"
tt1392190,Mad Max: Fury Road,2015,R,120,8.1,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,"Tom Hardy, 
Charlize Theron, 
Nicholas Hoult, 
Zoë Kravitz",1013606,154058340.0,"Action, Adventure, Sci-Fi"
tt0098206,Road House,1989,R,114,6.6,A tough bouncer is hired to tame a dirty bar.,Rowdy Herrington,"Patrick Swayze, 
Kelly Lynch, 
Sam Elliott, 
Ben Gazzara",77537,30050028.0,"Action, Thriller"
tt6264654,Free Guy,2021,PG-13,115,7.1,"A bank teller discovers that he's actually an NPC inside a brutal, open world video game.",Shawn Levy,"Ryan Reynolds, 
Jodie Comer, 
Taika Waititi, 
Lil Rel Howery",377893,121626598.0,"Action, Adventure, Comedy"
tt0076759,Star Wars,1977,PG,121,8.6,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",George Lucas,"Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Alec Guinness",1374568,322740140.0,"Action, Adventure, Fantasy"
tt8579674,1917,2019,R,119,8.2,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,"Dean-Charles Chapman, 
George MacKay, 
Daniel Mays, 
Colin Firth",603093,159227644.0,"Action, Drama, War"
tt0113189,GoldenEye,1995,PG-13,130,7.2,"Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.",Martin Campbell,"Pierce Brosnan, 
Sean Bean, 
Izabella Scorupco, 
Famke Janssen",260551,106600000.0,"Action, Adventure, Thriller"
tt3397884,Sicario,2015,R,121,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,"Emily Blunt, 
Josh Brolin, 
Benicio Del Toro, 
Jon Bernthal",437874,46889293.0,"Action, Crime, Drama"
tt1386697,Suicide Squad,2016,PG-13,123,5.9,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,David Ayer,"Will Smith, 
Jared Leto, 
Margot Robbie, 
Viola Davis",692080,325100054.0,"Action, Adventure, Fantasy"
tt0364569,Oldboy,2003,R,120,8.4,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Park Chan-wook,"Choi Min-sik, 
Yoo Ji-tae, 
Kang Hye-jeong, 
Kim Byeong-Ok",586033,707481.0,"Action, Drama, Mystery"
tt4154756,Avengers: Infinity War,2018,PG-13,149,8.4,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Anthony Russo, 
Joe Russo","Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans",1095301,678815482.0,"Action, Adventure, Sci-Fi"
tt0116367,From Dusk Till Dawn,1996,R,108,7.2,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",Robert Rodriguez,"Harvey Keitel, 
George Clooney, 
Juliette Lewis, 
Quentin Tarantino",319985,25753840.0,"Action, Crime, Horror"
tt7126948,Wonder Woman 1984,2020,PG-13,151,5.4,"Diana must contend with a work colleague, and with a businessman whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",Patty Jenkins,"Gal Gadot, 
Chris Pine, 
Kristen Wiig, 
Pedro Pascal",272614,46370364.0,"Action, Adventure, Fantasy"
tt5463162,Deadpool 2,2018,R,119,7.7,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",David Leitch,"Ryan Reynolds, 
Josh Brolin, 
Morena Baccarin, 
Julian Dennison",591647,324591735.0,"Action, Adventure, Comedy"
tt2802144,Kingsman: The Secret Service,2014,R,129,7.7,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Matthew Vaughn,"Colin Firth, 
Taron Egerton, 
Samuel L. Jackson, 
Michael Caine",675476,128261724.0,"Action, Adventure, Comedy"
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,8.1,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Gore Verbinski,"Johnny Depp, 
Geoffrey Rush, 
Orlando Bloom, 
Keira Knightley",1137362,305413918.0,"Action, Adventure, Fantasy"
tt5095030,Ant-Man and the Wasp,2018,PG-13,118,7.0,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",Peyton Reed,"Paul Rudd, 
Evangeline Lilly, 
Michael Peña, 
Walton Goggins",410304,216648740.0,"Action, Adventure, Comedy"
tt6146586,John Wick: Chapter 3 - Parabellum,2019,R,130,7.4,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",Chad Stahelski,"Keanu Reeves, 
Halle Berry, 
Ian McShane, 
Laurence Fishburne",352539,171015687.0,"Action, Crime, Thriller"
tt0167261,The Lord of the Rings: The Two Towers,2002,PG-13,179,8.8,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",Peter Jackson,"Elijah Wood, 
Ian McKellen, 
Viggo Mortensen, 
Orlando Bloom",1679818,342551365.0,"Action, Adventure, Drama"
tt0097576,Indiana Jones and the Last Crusade,1989,PG-13,127,8.2,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",Steven Spielberg,"Harrison Ford, 
Sean Connery, 
Alison Doody, 
Denholm Elliott",761587,197171806.0,"Action, Adventure"
tt0780504,Drive,2011,R,100,7.8,"A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver,",Nicolas Winding Refn,"Ryan Gosling, 
Carey Mulligan, 
Bryan Cranston, 
Albert Brooks",651673,35061555.0,"Action, Drama"
tt0083658,Blade Runner,1982,R,117,8.1,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,Ridley Scott,"Harrison Ford, 
Rutger Hauer, 
Sean Young, 
Edward James Olmos",777470,32868943.0,"Action, Drama, Sci-Fi"
tt1345836,The Dark Knight Rises,2012,PG-13,164,8.4,"Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.",Christopher Nolan,"Christian Bale, 
Tom Hardy, 
Anne Hathaway, 
Gary Oldman",1717874,448139099.0,"Action, Drama"
tt4912910,Mission: Impossible - Fallout,2018,PG-13,147,7.7,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",Christopher McQuarrie,"Tom Cruise, 
Henry Cavill, 
Ving Rhames, 
Simon Pegg",338316,220159104.0,"Action, Adventure, Thriller"
tt1469304,Baywatch,2017,R,116,5.5,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",Seth Gordon,"Dwayne Johnson, 
Zac Efron, 
Alexandra Daddario, 
Priyanka Chopra Jonas",190473,58060186.0,"Action, Comedy, Crime"
tt3748528,Rogue One: A Star Wars Story,2016,PG-13,133,7.8,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Gareth Edwards,"Felicity Jones, 
Diego Luna, 
Alan Tudyk, 
Donnie Yen",647255,532177324.0,"Action, Adventure, Sci-Fi"
tt0088247,The Terminator,1984,R,107,8.1,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",James Cameron,"Arnold Schwarzenegger, 
Linda Hamilton, 
Michael Biehn, 
Paul Winfield",873696,38400000.0,"Action, Sci-Fi"
tt0103064,Terminator 2: Judgment Day,1991,R,137,8.6,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her 10-year old son John from an even more advanced and powerful cyborg.",James Cameron,"Arnold Schwarzenegger, 
Linda Hamilton, 
Edward Furlong, 
Robert Patrick",1107913,204843350.0,"Action, Sci-Fi"
tt0111503,True Lies,1994,R,141,7.3,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",James Cameron,"Arnold Schwarzenegger, 
Jamie Lee Curtis, 
Tom Arnold, 
Bill Paxton",264372,146282411.0,"Action, Comedy, Thriller"
tt1638355,The Man from U.N.C.L.E.,2015,PG-13,116,7.2,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",Guy Ritchie,"Henry Cavill, 
Armie Hammer, 
Alicia Vikander, 
Elizabeth Debicki",315020,45445109.0,"Action, Adventure, Comedy"
tt4633694,Spider-Man: Into the Spider-Verse,2018,PG,117,8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman","Shameik Moore, 
Jake Johnson, 
Hailee Steinfeld, 
Mahershala Ali",541462,190241310.0,"Action, Animation, , Adventure"
tt1677720,Ready Player One,2018,PG-13,140,7.4,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",Steven Spielberg,"Tye Sheridan, 
Olivia Cooke, 
Ben Mendelsohn, 
Lena Waithe",443870,137690172.0,"Action, Adventure, Sci-Fi"
tt0373889,Harry Potter and the Order of the Phoenix,2007,PG-13,138,7.5,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",David Yates,"Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Brendan Gleeson",590824,292004738.0,"Action, Adventure, Family"
tt2873282,Red Sparrow,2018,R,140,6.6,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.",Francis Lawrence,"Jennifer Lawrence, 
Joel Edgerton, 
Matthias Schoenaerts, 
Charlotte Rampling",189790,46874505.0,"Action, Drama, Thriller"
tt0145487,Spider-Man,2002,PG-13,121,7.4,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",Sam Raimi,"Tobey Maguire, 
Kirsten Dunst, 
Willem Dafoe, 
James Franco",826095,403706375.0,"Action, Adventure, Sci-Fi"
tt0090605,Aliens,1986,R,137,8.4,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",James Cameron,"Sigourney Weaver, 
Michael Biehn, 
Carrie Henn, 
Paul Reiser",723705,85160248.0,"Action, Adventure, Sci-Fi"
tt2713180,Fury,2014,R,134,7.5,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",David Ayer,"Brad Pitt, 
Shia LaBeouf, 
Logan Lerman, 
Michael Peña",500926,85817906.0,"Action, Drama, War"
tt4425200,John Wick: Chapter 2,2017,R,122,7.4,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",Chad Stahelski,"Keanu Reeves, 
Riccardo Scamarcio, 
Ian McShane, 
Ruby Rose",441113,92029184.0,"Action, Crime, Thriller"
tt0119116,The Fifth Element,1997,PG-13,126,7.6,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Luc Besson,"Bruce Willis, 
Milla Jovovich, 
Gary Oldman, 
Ian Holm",479782,63540020.0,"Action, Adventure, Sci-Fi"
tt1483013,Oblivion,2013,PG-13,124,7.0,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,Joseph Kosinski,"Tom Cruise, 
Morgan Freeman, 
Andrea Riseborough, 
Olga Kurylenko",532260,89021735.0,"Action, Adventure, Sci-Fi"
tt0381061,Casino Royale,2006,PG-13,144,8.0,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",Martin Campbell,"Daniel Craig, 
Eva Green, 
Judi Dench, 
Jeffrey Wright",664141,167445960.0,"Action, Adventure, Thriller"
tt3890160,Baby Driver,2017,R,113,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",Edgar Wright,"Ansel Elgort, 
Jon Bernthal, 
Jon Hamm, 
Eiza González",551316,107825862.0,"Action, Crime, Drama"
tt0319262,The Day After Tomorrow,2004,PG-13,124,6.4,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",Roland Emmerich,"Dennis Quaid, 
Jake Gyllenhaal, 
Emmy Rossum, 
Dash Mihok",454986,186740799.0,"Action, Adventure, Sci-Fi"
tt1431045,Deadpool,2016,R,108,8.0,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",Tim Miller,"Ryan Reynolds, 
Morena Baccarin, 
T.J. Miller, 
Ed Skrein",1049045,363070709.0,"Action, Comedy"
tt0407304,War of the Worlds,2005,PG-13,116,6.5,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,Steven Spielberg,"Tom Cruise, 
Dakota Fanning, 
Tim Robbins, 
Miranda Otto",454606,234280354.0,"Action, Adventure, Sci-Fi"
tt0770828,Man of Steel,2013,PG-13,143,7.1,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,Zack Snyder,"Henry Cavill, 
Amy Adams, 
Michael Shannon, 
Diane Lane",777959,291045518.0,"Action, Adventure, Sci-Fi"
tt0458339,Captain America: The First Avenger,2011,PG-13,124,6.9,"Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.",Joe Johnston,"Chris Evans, 
Hugo Weaving, 
Samuel L. Jackson, 
Hayley Atwell",853045,176654505.0,"Action, Adventure, Sci-Fi"
